,date_local,county_code,site_number,parameter,sample_duration,pollutant_standard,validity_indicator,arithmetic_mean,first_max_value,aqi,local_site_name,state
26953,2020-08-11,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0375,0.4,0.0,PINNACLE STATE PARK,New York
26957,2020-08-10,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.079167,0.0,0.0,PINNACLE STATE PARK,New York
26961,2020-08-09,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.058333,0.0,0.0,PINNACLE STATE PARK,New York
26965,2020-08-08,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.1,-0.1,0.0,PINNACLE STATE PARK,New York
26969,2020-08-07,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.0875,0.0,0.0,PINNACLE STATE PARK,New York
26973,2020-08-06,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.05416699999999999,0.0,0.0,PINNACLE STATE PARK,New York
26977,2020-08-05,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.1,-0.1,0.0,PINNACLE STATE PARK,New York
26981,2020-08-04,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.1,-0.1,0.0,PINNACLE STATE PARK,New York
26985,2020-08-03,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.1,-0.1,0.0,PINNACLE STATE PARK,New York
26989,2020-08-02,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.079167,0.3,0.0,PINNACLE STATE PARK,New York
26993,2020-08-01,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.095833,0.0,0.0,PINNACLE STATE PARK,New York
26997,2020-07-31,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.027273000000000002,0.0,0.0,PINNACLE STATE PARK,New York
27001,2020-07-30,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.075,0.0,0.0,PINNACLE STATE PARK,New York
27005,2020-07-29,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.05,0.0,0.0,PINNACLE STATE PARK,New York
27009,2020-07-28,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.079167,0.0,0.0,PINNACLE STATE PARK,New York
27013,2020-07-27,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.063636,0.0,0.0,PINNACLE STATE PARK,New York
27017,2020-07-26,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.06666699999999999,0.0,0.0,PINNACLE STATE PARK,New York
27021,2020-07-25,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.05,0.0,0.0,PINNACLE STATE PARK,New York
27022,2020-07-24,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.05416699999999999,0.0,0.0,PINNACLE STATE PARK,New York
27024,2020-07-23,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.079167,0.0,0.0,PINNACLE STATE PARK,New York
27033,2020-07-22,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.031818,0.1,0.0,PINNACLE STATE PARK,New York
27043,2020-07-21,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.016666999999999998,0.0,0.0,PINNACLE STATE PARK,New York
27045,2020-07-20,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.008333,0.0,0.0,PINNACLE STATE PARK,New York
27047,2020-07-19,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.1125,0.7,0.0,PINNACLE STATE PARK,New York
27050,2020-07-18,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.008333,0.0,0.0,PINNACLE STATE PARK,New York
27053,2020-07-17,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.041667,0.0,0.0,PINNACLE STATE PARK,New York
27057,2020-07-16,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.1,-0.1,0.0,PINNACLE STATE PARK,New York
27061,2020-07-15,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.1,-0.1,0.0,PINNACLE STATE PARK,New York
27065,2020-07-14,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.095455,0.0,0.0,PINNACLE STATE PARK,New York
27069,2020-07-13,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.095833,0.0,0.0,PINNACLE STATE PARK,New York
27073,2020-07-12,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.1,-0.1,0.0,PINNACLE STATE PARK,New York
27077,2020-07-11,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.095833,0.0,0.0,PINNACLE STATE PARK,New York
27082,2020-07-09,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.091304,0.0,0.0,PINNACLE STATE PARK,New York
27084,2020-07-10,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.095652,0.0,0.0,PINNACLE STATE PARK,New York
27089,2020-07-08,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.095833,0.0,0.0,PINNACLE STATE PARK,New York
27093,2020-07-07,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.0625,0.0,0.0,PINNACLE STATE PARK,New York
27097,2020-07-06,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.029167000000000002,0.1,0.0,PINNACLE STATE PARK,New York
27101,2020-07-05,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.016666999999999998,0.1,0.0,PINNACLE STATE PARK,New York
27105,2020-07-04,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.0625,0.0,0.0,PINNACLE STATE PARK,New York
27113,2020-07-03,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.016666999999999998,0.1,0.0,PINNACLE STATE PARK,New York
27115,2020-07-02,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.020833,0.1,0.0,PINNACLE STATE PARK,New York
27117,2020-07-01,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.083333,0.0,0.0,PINNACLE STATE PARK,New York
27121,2020-06-30,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.043477999999999996,0.0,0.0,PINNACLE STATE PARK,New York
27125,2020-06-29,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.016666999999999998,0.0,0.0,PINNACLE STATE PARK,New York
27129,2020-06-28,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.06666699999999999,0.0,0.0,PINNACLE STATE PARK,New York
27133,2020-06-27,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.075,0.0,0.0,PINNACLE STATE PARK,New York
27137,2020-06-26,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.025,0.0,0.0,PINNACLE STATE PARK,New York
27141,2020-06-25,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.054545,0.0,0.0,PINNACLE STATE PARK,New York
27145,2020-06-24,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.0875,0.0,0.0,PINNACLE STATE PARK,New York
27149,2020-06-23,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.081818,0.0,0.0,PINNACLE STATE PARK,New York
27153,2020-06-22,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.025,0.4,0.0,PINNACLE STATE PARK,New York
27157,2020-06-21,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.1,-0.1,0.0,PINNACLE STATE PARK,New York
27161,2020-06-20,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.1,-0.1,0.0,PINNACLE STATE PARK,New York
27165,2020-06-19,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.0875,0.0,0.0,PINNACLE STATE PARK,New York
27172,2020-06-18,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.041667,0.0,0.0,PINNACLE STATE PARK,New York
27175,2020-06-17,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27178,2020-06-16,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27187,2020-06-07,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.029167000000000002,0.0,0.0,PINNACLE STATE PARK,New York
27191,2020-06-06,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.029167000000000002,0.0,0.0,PINNACLE STATE PARK,New York
27195,2020-06-05,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.0041670000000000006,0.1,0.0,PINNACLE STATE PARK,New York
27199,2020-06-04,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27203,2020-06-03,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27207,2020-06-02,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.082609,0.3,0.0,PINNACLE STATE PARK,New York
27211,2020-06-01,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27215,2020-05-31,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.05416699999999999,0.0,0.0,PINNACLE STATE PARK,New York
27219,2020-05-30,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.0875,0.0,0.0,PINNACLE STATE PARK,New York
27223,2020-05-29,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.1,-0.1,0.0,PINNACLE STATE PARK,New York
27227,2020-05-28,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.0875,0.0,0.0,PINNACLE STATE PARK,New York
27231,2020-05-27,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.05416699999999999,0.0,0.0,PINNACLE STATE PARK,New York
27235,2020-05-26,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.040909,0.0,0.0,PINNACLE STATE PARK,New York
27236,2020-05-25,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.075,0.0,0.0,PINNACLE STATE PARK,New York
27238,2020-05-24,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.091667,0.0,0.0,PINNACLE STATE PARK,New York
27247,2020-05-23,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.0875,0.0,0.0,PINNACLE STATE PARK,New York
27251,2020-05-22,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.056522,0.0,0.0,PINNACLE STATE PARK,New York
27255,2020-05-21,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.0125,0.1,0.0,PINNACLE STATE PARK,New York
27259,2020-05-20,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.016666999999999998,0.1,0.0,PINNACLE STATE PARK,New York
27263,2020-05-19,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27267,2020-05-18,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27271,2020-05-17,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0041670000000000006,0.1,0.0,PINNACLE STATE PARK,New York
27275,2020-05-16,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27279,2020-05-15,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27283,2020-05-14,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.045833,0.2,0.0,PINNACLE STATE PARK,New York
27287,2020-05-13,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27291,2020-05-12,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27295,2020-05-11,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.008333,0.1,0.0,PINNACLE STATE PARK,New York
27299,2020-05-10,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.033333,0.2,0.0,PINNACLE STATE PARK,New York
27306,2020-05-09,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27309,2020-05-08,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27312,2020-05-07,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27315,2020-05-06,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.009091,0.1,0.0,PINNACLE STATE PARK,New York
27319,2020-05-05,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.016666999999999998,0.1,0.0,PINNACLE STATE PARK,New York
27323,2020-05-04,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27327,2020-05-03,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.05,0.2,0.0,PINNACLE STATE PARK,New York
27331,2020-05-02,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0125,0.1,0.0,PINNACLE STATE PARK,New York
27335,2020-05-01,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27339,2020-04-30,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27343,2020-04-29,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.029167000000000002,0.1,0.0,PINNACLE STATE PARK,New York
27347,2020-04-28,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.004545,0.1,0.0,PINNACLE STATE PARK,New York
27351,2020-04-27,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27356,2020-04-25,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.016666999999999998,0.1,0.0,PINNACLE STATE PARK,New York
27358,2020-04-26,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0125,0.1,0.0,PINNACLE STATE PARK,New York
27363,2020-04-24,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.03913,0.2,0.0,PINNACLE STATE PARK,New York
27367,2020-04-23,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.026087,0.1,0.0,PINNACLE STATE PARK,New York
27371,2020-04-22,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27375,2020-04-21,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.047619,0.3,0.0,PINNACLE STATE PARK,New York
27379,2020-04-20,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27383,2020-04-19,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.095833,0.3,0.0,PINNACLE STATE PARK,New York
27387,2020-04-18,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27391,2020-04-17,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27395,2020-04-16,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.025,0.2,0.0,PINNACLE STATE PARK,New York
27399,2020-04-15,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27403,2020-04-14,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27407,2020-04-13,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27411,2020-04-12,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.120833,0.3,0.0,PINNACLE STATE PARK,New York
27415,2020-04-11,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0041670000000000006,0.1,0.0,PINNACLE STATE PARK,New York
27419,2020-04-10,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27423,2020-04-09,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27427,2020-04-08,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27431,2020-04-07,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.025,0.2,0.0,PINNACLE STATE PARK,New York
27435,2020-04-06,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27439,2020-04-05,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27449,2020-04-04,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27451,2020-04-03,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.008333,0.1,0.0,PINNACLE STATE PARK,New York
27453,2020-04-02,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0375,0.2,0.0,PINNACLE STATE PARK,New York
27455,2020-04-01,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27459,2020-03-31,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27463,2020-03-30,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27467,2020-03-29,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.004545,0.1,0.0,PINNACLE STATE PARK,New York
27471,2020-03-28,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27475,2020-03-27,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27479,2020-03-26,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.041667,0.2,0.0,PINNACLE STATE PARK,New York
27483,2020-03-25,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27487,2020-03-24,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27491,2020-03-23,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27498,2020-03-22,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.091667,0.2,0.0,PINNACLE STATE PARK,New York
27501,2020-03-21,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.020833,0.1,0.0,PINNACLE STATE PARK,New York
27504,2020-03-20,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27507,2020-03-19,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27511,2020-03-18,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.041667,0.1,0.0,PINNACLE STATE PARK,New York
27515,2020-03-17,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27519,2020-03-16,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.07083300000000001,0.1,0.0,PINNACLE STATE PARK,New York
27523,2020-03-15,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.016666999999999998,0.1,0.0,PINNACLE STATE PARK,New York
27527,2020-03-14,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.025,0.1,0.0,PINNACLE STATE PARK,New York
27531,2020-03-13,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27535,2020-03-12,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.082609,0.4,0.0,PINNACLE STATE PARK,New York
27539,2020-03-11,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0041670000000000006,0.1,0.0,PINNACLE STATE PARK,New York
27543,2020-03-10,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.225,1.3,1.0,PINNACLE STATE PARK,New York
27547,2020-03-09,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.390909,0.7,0.0,PINNACLE STATE PARK,New York
27551,2020-03-08,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.20416700000000002,0.7,0.0,PINNACLE STATE PARK,New York
27555,2020-03-07,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0125,0.1,0.0,PINNACLE STATE PARK,New York
27559,2020-03-06,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.07083300000000001,0.2,0.0,PINNACLE STATE PARK,New York
27563,2020-03-05,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.020833,0.1,0.0,PINNACLE STATE PARK,New York
27567,2020-03-04,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27571,2020-03-03,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27575,2020-03-02,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.329167,0.6,0.0,PINNACLE STATE PARK,New York
27579,2020-03-01,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.108333,0.5,0.0,PINNACLE STATE PARK,New York
27583,2020-02-29,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.020833,0.1,0.0,PINNACLE STATE PARK,New York
27587,2020-02-28,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27591,2020-02-27,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.009091,0.2,0.0,PINNACLE STATE PARK,New York
27595,2020-02-26,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27599,2020-02-25,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.079167,0.4,0.0,PINNACLE STATE PARK,New York
27603,2020-02-24,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.504167,0.8,0.0,PINNACLE STATE PARK,New York
27604,2020-02-23,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.666667,1.0,1.0,PINNACLE STATE PARK,New York
27606,2020-02-22,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.31666700000000003,0.5,0.0,PINNACLE STATE PARK,New York
27615,2020-02-21,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.1375,0.3,0.0,PINNACLE STATE PARK,New York
27619,2020-02-20,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.047826,0.2,0.0,PINNACLE STATE PARK,New York
27623,2020-02-19,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27627,2020-02-18,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.058333,0.3,0.0,PINNACLE STATE PARK,New York
27631,2020-02-17,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.045833,0.2,0.0,PINNACLE STATE PARK,New York
27635,2020-02-16,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.25,0.5,0.0,PINNACLE STATE PARK,New York
27639,2020-02-15,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.2375,0.9,0.0,PINNACLE STATE PARK,New York
27643,2020-02-14,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.079167,0.2,0.0,PINNACLE STATE PARK,New York
27647,2020-02-13,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27651,2020-02-12,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0043479999999999994,0.1,0.0,PINNACLE STATE PARK,New York
27655,2020-02-11,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27659,2020-02-10,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27663,2020-02-09,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.083333,0.4,0.0,PINNACLE STATE PARK,New York
27667,2020-02-08,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.016666999999999998,0.1,0.0,PINNACLE STATE PARK,New York
27671,2020-02-07,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.008333,0.1,0.0,PINNACLE STATE PARK,New York
27675,2020-02-06,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27679,2020-02-05,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27680,2020-02-04,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.045833,0.3,0.0,PINNACLE STATE PARK,New York
27682,2020-02-03,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
27691,2020-02-02,101,3,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,PINNACLE STATE PARK,New York
